Subject,Predicate W/ Prepositions,Object Subtree,Object,Predicate,Sentence,Parse Tree
ones,are ,the Acheron,Acheron,are,"besides the acheron , major ONES are the cocytus ( lamentation ) , phlegethon ( ﬁre ) , lethe ( forgetfulness ) , and","[('Besides', 'prep', 'ADP', [Acheron]), ('the', 'det', 'DET', []), ('Acheron', 'pobj', 'PROPN', [the]), (',', 'punct', 'PUNCT', []), ('major', 'amod', 'ADJ', []), ('ones', 'nsubj', 'NOUN', [major]), ('are', 'ROOT', 'VERB', [Besides, ,, ones, Cocytus]), ('the', 'det', 'DET', []), ('Cocytus', 'attr', 'PROPN', [the, (, lamentation, ), ,, Phlegethon]), ('(', 'punct', 'PUNCT', []), ('lamentation', 'appos', 'PROPN', []), (')', 'punct', 'PUNCT', []), (',', 'punct', 'PUNCT', []), ('Phlegethon', 'conj', 'PROPN', [ﬁre, ,, Lethe]), ('(', 'punct', 'PUNCT', []), ('ﬁre', 'parataxis', 'NOUN', [(, )]), (')', 'punct', 'PUNCT', []), (',', 'punct', 'PUNCT', []), ('Lethe', 'conj', 'PROPN', [forgetfulness, ,, and]), ('(', 'punct', 'PUNCT', []), ('forgetfulness', 'parataxis', 'NOUN', [(, )]), (')', 'punct', 'PUNCT', []), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
Hel,is ,the youngest child of the evil god Loki and,child,is,hel is the youngest child of the evil god loki and,"[('Hel', 'nsubj', 'PROPN', []), ('is', 'ROOT', 'VERB', [Hel, child]), ('the', 'det', 'DET', []), ('youngest', 'amod', 'ADJ', []), ('child', 'attr', 'NOUN', [the, youngest, of]), ('of', 'prep', 'ADP', [god]), ('the', 'det', 'DET', []), ('evil', 'amod', 'ADJ', []), ('god', 'pobj', 'NOUN', [the, evil, Loki]), ('Loki', 'appos', 'PROPN', [and]), ('and', 'cc', 'CCONJ', [])]"
body,are ,those of a living woman,those,are,"BODY are those of a living woman , but","[('body', 'nsubj', 'NOUN', []), ('are', 'ROOT', 'VERB', [body, those, ,, but]), ('those', 'attr', 'DET', [of]), ('of', 'prep', 'ADP', [woman]), ('a', 'det', 'DET', []), ('living', 'amod', 'VERB', []), ('woman', 'pobj', 'NOUN', [a, living]), (',', 'punct', 'PUNCT', []), ('but', 'cc', 'CCONJ', [])]"
legs,are ,"those of a corpse , mottled and",those,are,"LEGS are those of a corpse , mottled and","[('legs', 'nsubj', 'NOUN', []), ('are', 'ROOT', 'VERB', [legs, those]), ('those', 'attr', 'DET', [of]), ('of', 'prep', 'ADP', [corpse]), ('a', 'det', 'DET', []), ('corpse', 'pobj', 'NOUN', [a, ,, mottled]), (',', 'punct', 'PUNCT', []), ('mottled', 'amod', 'ADJ', [and]), ('and', 'cc', 'CCONJ', [])]"
manservant,is ,Ganglati and,Ganglati,is,her MANSERVANT is ganglati and,"[('Her', 'poss', 'ADJ', []), ('manservant', 'nsubj', 'NOUN', [Her]), ('is', 'ROOT', 'VERB', [manservant, Ganglati]), ('Ganglati', 'attr', 'PROPN', [and]), ('and', 'cc', 'CCONJ', [])]"
maidservant,is ,Ganglot ( tardy,tardy,is,her MAIDSERVANT is ganglot ( tardy ) .  ,"[('her', 'poss', 'ADJ', []), ('maidservant', 'nsubj', 'NOUN', [her]), ('is', 'ROOT', 'VERB', [maidservant, tardy, ), .]), ('Ganglot', 'npadvmod', 'PROPN', []), ('(', 'punct', 'PUNCT', []), ('tardy', 'acomp', 'PROPN', [Ganglot, (]), (')', 'punct', 'PUNCT', []), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
wicked,are ,unhappy and,unhappy,are,the WICKED are unhappy and,"[('The', 'det', 'DET', []), ('wicked', 'nsubj', 'ADJ', [The]), ('are', 'ROOT', 'VERB', [wicked, unhappy]), ('unhappy', 'acomp', 'ADJ', [and]), ('and', 'cc', 'CCONJ', [])]"
hell,is ,Christianity,Christianity,is,"in christianity , HELL is the opposite of heaven and","[('In', 'prep', 'ADP', [Christianity]), ('Christianity', 'pobj', 'PROPN', []), (',', 'punct', 'PUNCT', []), ('hell', 'nsubj', 'PROPN', []), ('is', 'ROOT', 'VERB', [In, ,, hell, opposite, and]), ('the', 'det', 'DET', []), ('opposite', 'attr', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [heaven]), ('heaven', 'pobj', 'PROPN', []), ('and', 'cc', 'CCONJ', [])]"
DEMONs,is ,"the DEVIL , where DEMONs torment sinners for eternity",DEVIL,is,"is the place ruled by the devil , where demons torment sinners for eternity .","[('is', 'ROOT', 'VERB', [place, .]), ('the', 'det', 'DET', []), ('place', 'attr', 'NOUN', [the, ruled]), ('ruled', 'acl', 'VERB', [by]), ('by', 'agent', 'ADP', [DEVIL]), ('the', 'det', 'DET', []), ('DEVIL', 'pobj', 'PROPN', [the, ,, torment]), (',', 'punct', 'PUNCT', []), ('where', 'advmod', 'ADV', []), ('DEMONs', 'nsubj', 'NOUN', []), ('torment', 'relcl', 'VERB', [where, DEMONs, sinners, for]), ('sinners', 'dobj', 'NOUN', []), ('for', 'prep', 'ADP', [eternity]), ('eternity', 'pobj', 'NOUN', []), ('.', 'punct', 'PUNCT', [])]"
Hell,is ,"the complete absence of God , light , and",absence,is,"hell is the complete absence of god , light , and","[('Hell', 'nsubj', 'PROPN', []), ('is', 'ROOT', 'VERB', [Hell, absence]), ('the', 'det', 'DET', []), ('complete', 'amod', 'ADJ', []), ('absence', 'attr', 'NOUN', [the, complete, of]), ('of', 'prep', 'ADP', [God]), ('God', 'pobj', 'PROPN', [,, light]), (',', 'punct', 'PUNCT', []), ('light', 'conj', 'NOUN', [,, and]), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
bridge,is ,wide,wide,is,"evil reckoning , the BRIDGE is wide and","[('evil', 'amod', 'ADJ', []), ('reckoning', 'advcl', 'NOUN', [evil]), (',', 'punct', 'PUNCT', []), ('the', 'det', 'DET', []), ('bridge', 'nsubj', 'NOUN', [the]), ('is', 'ROOT', 'VERB', [reckoning, ,, bridge, wide, and]), ('wide', 'acomp', 'ADJ', []), ('and', 'cc', 'CCONJ', [])]"
pit,is ,"Drûgâskan , a place so dark that the sense of sight is lost",Drûgâskan,is,"the deepest PIT is drûgâskan , a place so dark that the sense of sight is lost .  ","[('The', 'det', 'DET', []), ('deepest', 'amod', 'ADJ', []), ('pit', 'nsubj', 'NOUN', [The, deepest]), ('is', 'ROOT', 'VERB', [pit, Drûgâskan, .]), ('Drûgâskan', 'attr', 'PROPN', [,, place]), (',', 'punct', 'PUNCT', []), ('a', 'det', 'DET', []), ('place', 'appos', 'NOUN', [a, dark]), ('so', 'advmod', 'ADV', []), ('dark', 'amod', 'ADJ', [so, lost]), ('that', 'mark', 'ADP', []), ('the', 'det', 'DET', []), ('sense', 'nsubjpass', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [sight]), ('sight', 'pobj', 'NOUN', []), ('is', 'auxpass', 'VERB', []), ('lost', 'ccomp', 'VERB', [that, sense, is]), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
who,is ,both heaven and,heaven,is,"the visionary is arda viraf , WHO travels to both heaven and","[('The', 'det', 'DET', []), ('visionary', 'nsubj', 'NOUN', [The]), ('is', 'ROOT', 'VERB', [visionary, Viraf]), ('Arda', 'compound', 'PROPN', []), ('Viraf', 'nsubj', 'PROPN', [Arda, ,, travels]), (',', 'punct', 'PUNCT', []), ('who', 'nsubj', 'NOUN', []), ('travels', 'relcl', 'VERB', [who, to]), ('to', 'prep', 'ADP', [heaven]), ('both', 'det', 'DET', []), ('heaven', 'pobj', 'PROPN', [both, and]), ('and', 'cc', 'CCONJ', [])]"
Sheol,is ,the dead,dead,is,sheol ( place of the dead ) is a shadowy place under the earth where souls continue their existence in the afterlife .,"[('Sheol', 'nsubj', 'PROPN', [place]), ('(', 'punct', 'PUNCT', []), ('place', 'appos', 'NOUN', [(, of, )]), ('of', 'prep', 'ADP', [dead]), ('the', 'det', 'DET', []), ('dead', 'pobj', 'ADJ', [the]), (')', 'punct', 'PUNCT', []), ('is', 'ROOT', 'VERB', [Sheol, place, .]), ('a', 'det', 'DET', []), ('shadowy', 'amod', 'ADJ', []), ('place', 'attr', 'NOUN', [a, shadowy, under, continue]), ('under', 'prep', 'ADP', [earth]), ('the', 'det', 'DET', []), ('earth', 'pobj', 'NOUN', [the]), ('where', 'advmod', 'ADV', []), ('souls', 'nsubj', 'NOUN', []), ('continue', 'relcl', 'VERB', [where, souls, existence, in]), ('their', 'poss', 'ADJ', []), ('existence', 'dobj', 'NOUN', [their]), ('in', 'prep', 'ADP', [afterlife]), ('the', 'det', 'DET', []), ('afterlife', 'pobj', 'NOUN', [the]), ('.', 'punct', 'PUNCT', [])]"
Sheol,is ,Hades,Hades,is,"sheol is hades , but","[('Sheol', 'nsubj', 'PROPN', []), ('is', 'ROOT', 'VERB', [Sheol, Hades, ,, but]), ('Hades', 'attr', 'PROPN', []), (',', 'punct', 'PUNCT', []), ('but', 'cc', 'CCONJ', [])]"
souls,are ,puriﬁed in ﬁre,puriﬁed,are,the intermediate SOULS are puriﬁed in ﬁre in order to be ﬁtting in god ’s presence .,"[('The', 'det', 'DET', []), ('intermediate', 'amod', 'ADJ', []), ('souls', 'nsubj', 'NOUN', [The, intermediate]), ('are', 'ROOT', 'VERB', [souls, puriﬁed, ﬁtting, .]), ('puriﬁed', 'attr', 'VERB', [in]), ('in', 'prep', 'ADP', [ﬁre]), ('ﬁre', 'pobj', 'NOUN', []), ('in', 'mark', 'ADP', []), ('order', 'dep', 'NOUN', []), ('to', 'aux', 'PART', []), ('be', 'aux', 'VERB', []), ('ﬁtting', 'advcl', 'VERB', [in, order, to, be, in]), ('in', 'prep', 'ADP', [presence]), ('God', 'poss', 'PROPN', [’s]), ('’s', 'case', 'PART', []), ('presence', 'pobj', 'NOUN', [God]), ('.', 'punct', 'PUNCT', [])]"
faces,are because,green,green,are,the FACES are green because of the taint of their sin and,"[('The', 'det', 'DET', []), ('faces', 'nsubj', 'NOUN', [The]), ('are', 'ROOT', 'VERB', [faces, green, because, and]), ('green', 'acomp', 'ADJ', []), ('because', 'prep', 'ADP', [of, taint]), ('of', 'pcomp', 'ADP', []), ('the', 'det', 'DET', []), ('taint', 'pobj', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [sin]), ('their', 'poss', 'ADJ', []), ('sin', 'pobj', 'NOUN', [their]), ('and', 'cc', 'CCONJ', [])]"
Fire,is ,present in the Zoroastrian hell,present,is,fire is present in the zoroastrian hell but,"[('Fire', 'nsubj', 'NOUN', []), ('is', 'ROOT', 'VERB', [Fire, present, but]), ('present', 'acomp', 'ADJ', [in]), ('in', 'prep', 'ADP', [hell]), ('the', 'det', 'DET', []), ('Zoroastrian', 'amod', 'ADJ', []), ('hell', 'pobj', 'NOUN', [the, Zoroastrian]), ('but', 'cc', 'CCONJ', [])]"
ﬁre,is ,60 times hotter than any ﬁre on Earth,hotter,is,its FIRE is 60 times hotter than any FIRE on earth and,"[('Its', 'poss', 'ADJ', []), ('ﬁre', 'nsubj', 'NOUN', [Its]), ('is', 'ROOT', 'VERB', [ﬁre, hotter, and]), ('60', 'npadvmod', 'NUM', [times]), ('times', 'quantmod', 'NOUN', []), ('hotter', 'acomp', 'ADJ', [60, than]), ('than', 'prep', 'ADP', [ﬁre]), ('any', 'det', 'DET', []), ('ﬁre', 'pobj', 'NOUN', [any, on]), ('on', 'prep', 'ADP', [Earth]), ('Earth', 'pobj', 'PROPN', []), ('and', 'cc', 'CCONJ', [])]"
two,are ,"limbo regions for pre - Christian souls , now unoccupied , and",regions,are,"the ﬁrst TWO are limbo regions for pre - christian souls , now unoccupied , and","[('The', 'det', 'DET', []), ('ﬁrst', 'amod', 'ADJ', []), ('two', 'nsubj', 'NUM', [The, ﬁrst]), ('are', 'ROOT', 'VERB', [two, regions]), ('limbo', 'compound', 'NOUN', []), ('regions', 'attr', 'NOUN', [limbo, for, ,, unoccupied]), ('for', 'prep', 'ADP', [souls]), ('pre', 'punct', 'ADJ', []), ('-', 'punct', 'PUNCT', [pre]), ('Christian', 'amod', 'ADJ', [-]), ('souls', 'pobj', 'NOUN', [Christian]), (',', 'punct', 'PUNCT', []), ('now', 'advmod', 'ADV', []), ('unoccupied', 'amod', 'ADJ', [now, ,, and]), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
third,is ,"purgatory , where most mortals go prior to admission to heaven",purgatory,is,"the THIRD is purgatory , where most mortals go prior to admission to heaven .","[('The', 'det', 'DET', []), ('third', 'nsubj', 'ADJ', [The]), ('is', 'ROOT', 'VERB', [third, purgatory, .]), ('purgatory', 'attr', 'NOUN', [,, go]), (',', 'punct', 'PUNCT', []), ('where', 'advmod', 'ADV', []), ('most', 'amod', 'ADJ', []), ('mortals', 'nsubj', 'NOUN', [most]), ('go', 'relcl', 'VERB', [where, mortals, prior]), ('prior', 'advmod', 'ADV', [to]), ('to', 'prep', 'ADP', [admission]), ('admission', 'pobj', 'NOUN', [to]), ('to', 'prep', 'ADP', [heaven]), ('heaven', 'pobj', 'PROPN', []), ('.', 'punct', 'PUNCT', [])]"
fourth,is ,"hell itself ,",hell,is,"the FOURTH is hell itself , reserved for eternal punishment of the damned , who have no hope of redemption .  ","[('The', 'det', 'DET', []), ('fourth', 'nsubj', 'ADJ', [The]), ('is', 'ROOT', 'VERB', [fourth, hell, reserved, .]), ('hell', 'attr', 'NOUN', [itself, ,]), ('itself', 'appos', 'PRON', []), (',', 'punct', 'PUNCT', []), ('reserved', 'advcl', 'VERB', [for]), ('for', 'prep', 'ADP', [punishment]), ('eternal', 'amod', 'ADJ', []), ('punishment', 'pobj', 'NOUN', [eternal, of]), ('of', 'prep', 'ADP', [damned]), ('the', 'det', 'DET', []), ('damned', 'pobj', 'ADJ', [the, ,, have]), (',', 'punct', 'PUNCT', []), ('who', 'nsubj', 'NOUN', []), ('have', 'relcl', 'VERB', [who, hope]), ('no', 'det', 'DET', []), ('hope', 'dobj', 'NOUN', [no, of]), ('of', 'prep', 'ADP', [redemption]), ('redemption', 'pobj', 'NOUN', []), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
Jesus,is in,hell,hell,is,the statement that jesus went to hell is in the apostles’ creed .,"[('the', 'det', 'DET', []), ('statement', 'nsubj', 'NOUN', [the, went]), ('that', 'mark', 'ADP', []), ('Jesus', 'nsubj', 'PROPN', []), ('went', 'relcl', 'VERB', [that, Jesus, to]), ('to', 'prep', 'ADP', [hell]), ('hell', 'pobj', 'NOUN', []), ('is', 'ROOT', 'VERB', [statement, in, .]), ('in', 'prep', 'ADP', [Creed]), ('the', 'det', 'DET', []), ('Apostles’', 'compound', 'PROPN', []), ('Creed', 'pobj', 'PROPN', [the, Apostles’]), ('.', 'punct', 'PUNCT', [])]"
Jahnnam,is ,"the Islamic hell , the destination of not only criminals but",hell,is,"islam jahnnam is the islamic hell , the destination of not only criminals but","[('Islam', 'compound', 'PROPN', []), ('Jahnnam', 'nsubj', 'PROPN', [Islam]), ('is', 'ROOT', 'VERB', [Jahnnam, hell]), ('the', 'det', 'DET', []), ('Islamic', 'amod', 'ADJ', []), ('hell', 'attr', 'NOUN', [the, Islamic, ,, destination]), (',', 'punct', 'PUNCT', []), ('the', 'det', 'DET', []), ('destination', 'appos', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [criminals]), ('not', 'preconj', 'ADV', [only]), ('only', 'advmod', 'ADJ', []), ('criminals', 'pobj', 'NOUN', [not, but]), ('but', 'cc', 'CCONJ', [])]"
ESUS,is ,a tradition that J ESUS went to hell for three days between his Cruciﬁxion and,tradition,is,there is a tradition that j esus went to hell for three days between his cruciﬁxion and,"[('There', 'expl', 'ADV', []), ('is', 'ROOT', 'VERB', [There, tradition]), ('a', 'det', 'DET', []), ('tradition', 'attr', 'NOUN', [a, went]), ('that', 'mark', 'ADJ', []), ('J', 'compound', 'PROPN', []), ('ESUS', 'nsubj', 'PROPN', [J]), ('went', 'relcl', 'VERB', [that, ESUS, to, for]), ('to', 'prep', 'ADP', [hell]), ('hell', 'pobj', 'NOUN', []), ('for', 'prep', 'ADP', [days]), ('three', 'nummod', 'NUM', []), ('days', 'pobj', 'NOUN', [three, between]), ('between', 'prep', 'ADP', [Cruciﬁxion]), ('his', 'poss', 'ADJ', []), ('Cruciﬁxion', 'pobj', 'PROPN', [his, and]), ('and', 'cc', 'CCONJ', [])]"
destiny,is ,the Beast of the Apocalypse,Beast,is,his DESTINY is to be the beast of the apocalypse .  ,"[('His', 'poss', 'ADJ', []), ('destiny', 'nsubj', 'NOUN', [His]), ('is', 'ROOT', 'VERB', [destiny, be, .]), ('to', 'aux', 'PART', []), ('be', 'xcomp', 'VERB', [to, Beast]), ('the', 'det', 'DET', []), ('Beast', 'attr', 'PROPN', [the, of]), ('of', 'prep', 'ADP', [Apocalypse]), ('the', 'det', 'DET', []), ('Apocalypse', 'pobj', 'PROPN', [the]), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
”,is ,Doom,Doom,is,"the hand of doom , ” is impervious to pain yet able to pick up things as small as ﬂies .","[('the', 'det', 'DET', []), ('Hand', 'nsubj', 'PROPN', [the, of]), ('of', 'prep', 'ADP', [Doom]), ('Doom', 'pobj', 'PROPN', []), (',', 'punct', 'PUNCT', []), ('”', 'nsubj', 'NOUN', []), ('is', 'ROOT', 'VERB', [Hand, ,, ”, impervious, .]), ('impervious', 'acomp', 'ADJ', [to, able]), ('to', 'prep', 'ADP', [pain]), ('pain', 'pobj', 'NOUN', [yet]), ('yet', 'advmod', 'ADV', []), ('able', 'conj', 'ADJ', [pick]), ('to', 'aux', 'PART', []), ('pick', 'xcomp', 'VERB', [to, up, things]), ('up', 'prt', 'PART', []), ('things', 'dobj', 'NOUN', [small]), ('as', 'advmod', 'ADV', []), ('small', 'amod', 'ADJ', [as, as]), ('as', 'prep', 'ADP', [ﬂies]), ('ﬂies', 'pobj', 'NOUN', []), ('.', 'punct', 'PUNCT', [])]"
clubs,were in among,vogue,vogue,were,"similar CLUBS also were in vogue , mostly among the aristocracy , such as the edinburgh sweating club , the dublin blasters , and","[('Similar', 'amod', 'ADJ', []), ('clubs', 'nsubj', 'NOUN', [Similar]), ('also', 'advmod', 'ADV', []), ('were', 'ROOT', 'VERB', [clubs, also, in, ,, among]), ('in', 'prep', 'ADP', [vogue]), ('vogue', 'pobj', 'NOUN', []), (',', 'punct', 'PUNCT', []), ('mostly', 'advmod', 'ADV', []), ('among', 'prep', 'ADP', [mostly, aristocracy]), ('the', 'det', 'DET', []), ('aristocracy', 'pobj', 'NOUN', [the, ,, as]), (',', 'punct', 'PUNCT', []), ('such', 'amod', 'ADJ', []), ('as', 'prep', 'ADP', [such, Club]), ('the', 'det', 'DET', []), ('Edinburgh', 'compound', 'PROPN', []), ('Sweating', 'compound', 'PROPN', []), ('Club', 'pobj', 'PROPN', [the, Edinburgh, Sweating, ,, Blasters]), (',', 'punct', 'PUNCT', []), ('the', 'det', 'DET', []), ('Dublin', 'compound', 'PROPN', []), ('Blasters', 'conj', 'PROPN', [the, Dublin, ,, and]), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
Dashwood,was ,which,which,was,"three hundred feet down was an underground river , which dashwood named the river styx .","[('Three', 'compound', 'NUM', []), ('hundred', 'nummod', 'NUM', [Three]), ('feet', 'npadvmod', 'NOUN', [hundred]), ('down', 'advmod', 'ADV', [feet]), ('was', 'ROOT', 'VERB', [down, river, .]), ('an', 'det', 'DET', []), ('underground', 'amod', 'ADJ', []), ('river', 'attr', 'NOUN', [an, underground, ,, named]), (',', 'punct', 'PUNCT', []), ('which', 'dobj', 'ADJ', []), ('Dashwood', 'nsubj', 'PROPN', []), ('named', 'relcl', 'VERB', [which, Dashwood, Styx]), ('the', 'det', 'DET', []), ('River', 'compound', 'PROPN', []), ('Styx', 'dobj', 'PROPN', [the, River]), ('.', 'punct', 'PUNCT', [])]"
chapel,is ,dimly lighted,lighted,is,"the CHAPEL is dimly lighted , only three candles , which are extinguished by the priest , one by one .","[('The', 'det', 'DET', []), ('chapel', 'nsubj', 'NOUN', [The]), ('is', 'ROOT', 'VERB', [chapel, lighted, ,, candles, .]), ('dimly', 'advmod', 'ADV', []), ('lighted', 'acomp', 'VERB', [dimly]), (',', 'punct', 'PUNCT', []), ('only', 'advmod', 'ADV', []), ('three', 'nummod', 'NUM', [only]), ('candles', 'attr', 'NOUN', [three, ,, extinguished, ,, one]), (',', 'punct', 'PUNCT', []), ('which', 'nsubjpass', 'ADJ', []), ('are', 'auxpass', 'VERB', []), ('extinguished', 'relcl', 'VERB', [which, are, by]), ('by', 'agent', 'ADP', [priest]), ('the', 'det', 'DET', []), ('priest', 'pobj', 'NOUN', [the]), (',', 'punct', 'PUNCT', []), ('one', 'appos', 'NUM', [by]), ('by', 'prep', 'ADP', [one]), ('one', 'pobj', 'NUM', []), ('.', 'punct', 'PUNCT', [])]"
he,is ,the seventh heaven,heaven,is,"according to jewish lore , HEmah lives in tHE seventh HEaven ; HE is 500 parasangs tall and","[('According', 'prep', 'VERB', [to]), ('to', 'prep', 'ADP', [lore]), ('Jewish', 'amod', 'ADJ', []), ('lore', 'pobj', 'NOUN', [Jewish]), (',', 'punct', 'PUNCT', []), ('Hemah', 'nsubj', 'PROPN', []), ('lives', 'ccomp', 'VERB', [According, ,, Hemah, in]), ('in', 'prep', 'ADP', [heaven]), ('the', 'det', 'DET', []), ('seventh', 'amod', 'ADJ', []), ('heaven', 'pobj', 'NOUN', [the, seventh]), (';', 'punct', 'PUNCT', []), ('he', 'nsubj', 'PRON', []), ('is', 'ROOT', 'VERB', [lives, ;, he, tall, and]), ('500', 'nummod', 'NUM', []), ('parasangs', 'npadvmod', 'NOUN', [500]), ('tall', 'acomp', 'ADJ', [parasangs]), ('and', 'cc', 'CCONJ', [])]"
parasang,is ,a Persian unit of measurement used to describe the dimensions of the heavens and,unit,is,a PARASANG is a persian unit of measurement used to describe the dimensions of the heavens and,"[('A', 'det', 'DET', []), ('parasang', 'nsubj', 'NOUN', [A]), ('is', 'ROOT', 'VERB', [parasang, unit]), ('a', 'det', 'DET', []), ('Persian', 'amod', 'ADJ', []), ('unit', 'attr', 'NOUN', [a, Persian, of, used]), ('of', 'prep', 'ADP', [measurement]), ('measurement', 'pobj', 'NOUN', []), ('used', 'acl', 'VERB', [describe]), ('to', 'aux', 'PART', []), ('describe', 'xcomp', 'VERB', [to, dimensions]), ('the', 'det', 'DET', []), ('dimensions', 'dobj', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [heavens]), ('the', 'det', 'DET', []), ('heavens', 'pobj', 'NOUN', [the, and]), ('and', 'cc', 'CCONJ', [])]"
Hemah,is ,the Zohar,Zohar,is,"in the zohar , hemah is one of three angels in gehenna ( see hell)—along with af and","[('In', 'prep', 'ADP', [Zohar]), ('the', 'det', 'DET', []), ('Zohar', 'pobj', 'PROPN', [the]), (',', 'punct', 'PUNCT', []), ('Hemah', 'nsubj', 'PROPN', []), ('is', 'ROOT', 'VERB', [In, ,, Hemah, one]), ('one', 'attr', 'NUM', [of, see]), ('of', 'prep', 'ADP', [angels]), ('three', 'nummod', 'NUM', []), ('angels', 'pobj', 'NOUN', [three, in]), ('in', 'prep', 'ADP', [Gehenna]), ('Gehenna', 'pobj', 'PROPN', []), ('(', 'punct', 'PUNCT', []), ('see', 'parataxis', 'VERB', [(, HELL)—along]), ('HELL)—along', 'dobj', 'ADJ', [with]), ('with', 'prep', 'ADP', [Af]), ('Af', 'pobj', 'PROPN', [and]), ('and', 'cc', 'CCONJ', [])]"
