Subject,Predicate W/ Prepositions,Object Subtree,Sentence in Context,Object,Predicate,Parse Tree
Apollyon,is ,the Greek name,”===APOLLYON is the greek name .  ===in magic abaddon is often equated with satan and samael .,name,is,"Apollyon | nsubj | PROPN | []
incubi,were ,Alexandria,"the incubus in the early christian church===according to some of the fathers of the church , among them st. justin martyr , clement of alexandria , and tertullian , as well as the jewish historian josephus and some platonist philosophers , the INCUBI were the s ons of god , angels who fell from heaven because they copulated with women .===their offspring were giants , the nephilim , who could not have been the progeny of human men and women .  ",Alexandria,were,"According | prep | VERB | [to]
to | prep | ADP | [some]
some | pobj | DET | [of]
of | prep | ADP | [fathers]
the | det | DET | []
fathers | pobj | NOUN | [the, of]
of | prep | ADP | [church]
the | det | DET | []
church | pobj | NOUN | [the]
, | punct | PUNCT | []
among | prep | ADP | [them, Martyr]
them | pobj | PRON | []
St. | compound | PROPN | []
Justin | compound | PROPN | []
Martyr | pobj | PROPN | [St., Justin, ,, Clement, ,, as, Josephus]
, | punct | PUNCT | []
Clement | appos | PROPN | [of, ,, and, Tertullian]
of | prep | ADP | [Alexandria]
Alexandria | pobj | PROPN | []
, | punct | PUNCT | []
and | cc | CCONJ | []
Tertullian | conj | PROPN | []
, | punct | PUNCT | []
as | advmod | ADV | []
well | advmod | ADV | []
as | cc | ADP | [as, well]
the | det | DET | []
Jewish | amod | ADJ | []
historian | compound | NOUN | [the, Jewish]
Josephus | conj | PROPN | [historian, and, philosophers]
and | cc | CCONJ | []
some | det | DET | []
Platonist | compound | PROPN | []
philosophers | conj | NOUN | [some, Platonist]
, | punct | PUNCT | []
the | det | DET | []
incubi | nsubj | NOUN | [the]
were | ROOT | VERB | [According, ,, among, ,, incubi, ONS, .]
the | det | DET | []
S | compound | NOUN | []
ONS | attr | PROPN | [the, S, OF, ,, angels]
OF | prep | ADP | [GOD]
GOD | pobj | PROPN | []
, | punct | PUNCT | []
angels | appos | NOUN | [fell]
who | nsubj | NOUN | []
fell | relcl | VERB | [who, from, copulated]
from | prep | ADP | [heaven]
heaven | pobj | PROPN | []
because | mark | ADP | []
they | nsubj | PRON | []
copulated | advcl | VERB | [because, they, with]
with | prep | ADP | [women]
women | pobj | NOUN | []
. | punct | PUNCT | []"
offspring,were ,"giants , the Nephilim , who could not have been the progeny of human men and women","according to some of the fathers of the church , among them st. justin martyr , clement of alexandria , and tertullian , as well as the jewish historian josephus and some platonist philosophers , the incubi were the s ons of god , angels who fell from heaven because they copulated with women .===their OFFSPRING were giants , the nephilim , who could not have been the progeny of human men and women .  ===st. augustine included among incubi the pagan demigods sylvans and fauns , who were exceptionally lascivious and often injured women in their lust , he said .  ",giants,were,"Their | poss | ADJ | []
offspring | nsubj | NOUN | [Their]
were | ROOT | VERB | [offspring, giants, .]
giants | attr | NOUN | [,, Nephilim, ,, been]
, | punct | PUNCT | []
the | det | DET | []
Nephilim | appos | PROPN | [the]
, | punct | PUNCT | []
who | nsubj | NOUN | []
could | aux | VERB | []
not | neg | ADV | []
have | aux | VERB | []
been | relcl | VERB | [who, could, not, have, progeny]
the | det | DET | []
progeny | attr | NOUN | [the, of]
of | prep | ADP | [men]
human | amod | ADJ | []
men | pobj | NOUN | [human, and, women]
and | cc | CCONJ | []
women | conj | NOUN | []
. | punct | PUNCT | [ ]
  |  | SPACE | []"
Nuns,are among,the most vulnerable,"incubi are especially attracted to women with beautiful hair , young virgins , chaste widows , and all “ devout ” females .===NUNS are among the most vulnerable and could be molested in the confessional as well as in bed .===while the majority of women are forced into sex by the incubi , some of them submit willingly and even enjoy the act .",vulnerable,are,"Nuns | nsubj | NOUN | []
are | ROOT | VERB | [Nuns, among, and, molested, .]
among | prep | ADP | [vulnerable]
the | det | DET | []
most | advmod | ADV | []
vulnerable | pobj | ADJ | [the, most]
and | cc | CCONJ | []
could | aux | VERB | []
be | auxpass | VERB | []
molested | conj | VERB | [could, be, in, in]
in | prep | ADP | [confessional]
the | det | DET | []
confessional | pobj | ADJ | [the, as]
as | advmod | ADV | []
well | advmod | ADV | []
as | cc | ADP | [as, well]
in | prep | ADP | [bed]
bed | pobj | NOUN | []
. | punct | PUNCT | []"
It,was ,"a common belief that women were more likely than men to be the sexual victims of demons , because women were inferior to men and less able to resist temptation","while the majority of women are forced into sex by the incubi , some of them submit willingly and even enjoy the act .===IT once was a common belief that women were more likely than men to be the sexual victims of demons , because women were inferior to men and less able to resist temptation .  ===incubi have enormous phalluses that are so stiff they cause women great pain .",belief,was,"It | nsubj | PRON | []
once | advmod | ADV | []
was | ROOT | VERB | [It, once, belief, .]
a | det | DET | []
common | amod | ADJ | []
belief | attr | NOUN | [a, common, were]
that | mark | ADP | []
women | nsubj | NOUN | []
were | acl | VERB | [that, women, likely, ,, were]
more | advmod | ADV | []
likely | acomp | ADJ | [more, be]
than | mark | ADP | [men]
men | pobj | NOUN | []
to | aux | PART | []
be | advcl | VERB | [than, to, victims]
the | det | DET | []
sexual | amod | ADJ | []
victims | attr | NOUN | [the, sexual, of]
of | prep | ADP | [demons]
demons | pobj | NOUN | []
, | punct | PUNCT | []
because | mark | ADP | []
women | nsubj | NOUN | []
were | advcl | VERB | [because, women, inferior]
inferior | acomp | ADJ | [to, and, able]
to | prep | ADP | [men]
men | pobj | NOUN | []
and | cc | CCONJ | []
less | advmod | ADV | []
able | conj | ADJ | [less, resist]
to | aux | PART | []
resist | xcomp | VERB | [to, temptation]
temptation | dobj | NOUN | []
. | punct | PUNCT | [ ]
  |  | SPACE | []"
Incubi,are in,interested in procreation,"some incubus penises were described as scaly , like the skin of a reptile .  ===INCUBI are not interested in procreation , only in degrading sex .===however , they have the ability to impregnate women .",interested,are,"Incubi | nsubj | NOUN | []
are | ROOT | VERB | [Incubi, not, interested, ,, in, .]
not | neg | ADV | []
interested | acomp | ADJ | [in]
in | prep | ADP | [procreation]
procreation | pobj | NOUN | []
, | punct | PUNCT | []
only | advmod | ADV | []
in | prep | ADP | [only, degrading]
degrading | pcomp | VERB | [sex]
sex | dobj | NOUN | []
. | punct | PUNCT | []"
themselves,were ,no one but themselves visible,"incubi were believed to be always visible to witches but only occasionally visible to others , even the victims .===there were reports of people observed in the throes of passion with no one but THEMSELVES visible .===husbands saw incubi as they copulated with their wives but thought they were other men .  ",one,were,"There | expl | ADV | []
were | ROOT | VERB | [There, reports, .]
reports | attr | NOUN | [of]
of | prep | ADP | [people]
people | pobj | NOUN | [observed]
observed | acl | VERB | [in]
in | prep | ADP | [throes]
the | det | DET | []
throes | pobj | NOUN | [the, of]
of | prep | ADP | [passion]
passion | pobj | NOUN | [with]
with | prep | ADP | [one]
no | det | DET | []
one | pobj | NOUN | [no, but, visible]
but | prep | CCONJ | []
themselves | nsubj | PRON | []
visible | amod | ADJ | [themselves]
. | punct | PUNCT | []"
It,is ,"a precursor to more serious demonic problems , such as OPPRESSION and possession","infestation occurs when demons are able to take up residence and create disturbances .===IT is a precursor to more serious demonic problems , such as oppression and possession .  ===the bible does not make direct reference to exorcisms of demons from places or animals ; however , demonic infestations were well known and accepted in ancient times .",precursor,is,"It | nsubj | PRON | []
is | ROOT | VERB | [It, precursor, .]
a | det | DET | []
precursor | attr | NOUN | [a, to]
to | prep | ADP | [problems]
more | advmod | ADV | []
serious | amod | ADJ | [more]
demonic | amod | ADJ | []
problems | pobj | NOUN | [serious, demonic, ,, as]
, | punct | PUNCT | []
such | amod | ADJ | []
as | prep | ADP | [such, OPPRESSION]
OPPRESSION | pobj | NOUN | [and, possession]
and | cc | CCONJ | []
possession | conj | NOUN | []
. | punct | PUNCT | [ ]
  |  | SPACE | []"
Church,teaches ,example,"infestation can happen as the result of a curse or magical spell or ritual , or by the actions of people living in a place .===for example , the catholic CHURCH teaches that using spirit communication devices such as a ouija ™ board , dabbling in the occult , making a pact with the devil , or leading a sinful life can create the conditions for infestation .===curses and hexes can allow demons to contaminate an object ( see possessed possessions ) .  ",example,teaches,"For | prep | ADP | [example]
example | pobj | NOUN | []
, | punct | PUNCT | []
the | det | DET | []
Catholic | compound | PROPN | []
Church | nsubj | PROPN | [the, Catholic]
teaches | ROOT | VERB | [For, ,, Church, create, .]
that | mark | ADP | []
using | csubj | VERB | [that, devices, ,, dabbling]
spirit | compound | NOUN | []
communication | compound | NOUN | []
devices | dobj | NOUN | [spirit, communication, as]
such | amod | ADJ | []
as | prep | ADP | [such, board]
a | det | DET | []
OUIJA | compound | PROPN | []
™ | compound | PART | [OUIJA]
board | pobj | NOUN | [a, ™]
, | punct | PUNCT | []
dabbling | advcl | VERB | [in, ,, making]
in | prep | ADP | [occult]
the | det | DET | []
occult | pobj | NOUN | [the]
, | punct | PUNCT | []
making | conj | VERB | [PACT, ,, or, leading]
a | det | DET | []
PACT | dobj | NOUN | [a, with]
with | prep | ADP | [DEVIL]
the | det | DET | []
DEVIL | pobj | PROPN | [the]
, | punct | PUNCT | []
or | cc | CCONJ | []
leading | conj | VERB | [life]
a | det | DET | []
sinful | amod | ADJ | []
life | dobj | NOUN | [a, sinful]
can | aux | VERB | []
create | ccomp | VERB | [using, can, conditions]
the | det | DET | []
conditions | dobj | NOUN | [the, for]
for | prep | ADP | [infestation]
infestation | pobj | NOUN | []
. | punct | PUNCT | []"
infestations,are with,more subtle,"victims may hear knocks on the door when no one is present .===the   sometimes INFESTATIONS are more subtle , with demons maintaining a low proﬁle in order to gain more oppressive inﬂuence over a victim .  ===infestations are cleared by minor rites of exorcism performed by clergy or trained laypersons .",subtle,are,"The | det | DET | [ ]
  |  | SPACE | []
Sometimes | amod | ADV | []
infestations | nsubj | NOUN | [The, Sometimes]
are | ROOT | VERB | [infestations, subtle, ,, with, .]
more | advmod | ADV | []
subtle | acomp | ADJ | [more]
, | punct | PUNCT | []
with | prep | ADP | [maintaining]
demons | nsubj | NOUN | []
maintaining | pcomp | VERB | [demons, proﬁle, in]
a | det | DET | []
low | amod | ADJ | []
proﬁle | dobj | NOUN | [a, low]
in | prep | ADP | [order]
order | pobj | NOUN | [gain]
to | aux | PART | []
gain | acl | VERB | [to, inﬂuence]
more | advmod | ADV | []
oppressive | amod | ADJ | [more]
inﬂuence | dobj | NOUN | [oppressive, over]
over | prep | ADP | [victim]
a | det | DET | []
victim | pobj | NOUN | [a]
. | punct | PUNCT | [ ]
  |  | SPACE | []"
membership,is ,a year,"at the ﬁrst meeting in rome in 1993 , only six exorcists attended .===within a year , 80 exorcists had joined ; international MEMBERSHIP is now more than 500 .===membership is exclusive ; a priest must have the permission of his bishop to join .",year,is,"Within | prep | ADP | [year]
a | det | DET | []
year | pobj | NOUN | [a]
, | punct | PUNCT | []
80 | nummod | NUM | []
exorcists | nsubj | NOUN | [80]
had | aux | VERB | []
joined | ccomp | VERB | [Within, ,, exorcists, had]
; | punct | PUNCT | []
international | amod | ADJ | []
membership | nsubj | NOUN | [international]
is | ROOT | VERB | [joined, ;, membership, now, 500, .]
now | advmod | ADV | []
more | amod | ADJ | []
than | quantmod | ADP | []
500 | attr | NUM | [more, than]
. | punct | PUNCT | []"
ANGEL,is ,SOLOMON Ipos,"the exorcists blame in part the new age as responsible for a rise in demonic possession , saying that new age adherents do not believe in a personal god who reveals himself but in an impersonal god identiﬁed with the material world .  ===ipos   fallen ANGEL and 22nd of the 72 spirits of solomon ipos is an earl and prince who rules 36 legions of   .  ===demons .",Ipos,is,"Ipos | compound | PROPN | [ ]
  |  | SPACE | []
FALLEN | compound | VERB | []
ANGEL | nsubj | PROPN | [Ipos, FALLEN, and, 22nd, of]
and | cc | CCONJ | []
22nd | conj | NOUN | []
of | prep | ADP | [SPIRITS]
the | det | DET | []
72 | nummod | NUM | []
SPIRITS | pobj | NOUN | [the, 72, OF]
OF | prep | ADP | [Ipos]
SOLOMON | compound | PROPN | []
Ipos | pobj | PROPN | [SOLOMON]
is | ROOT | VERB | [ANGEL, earl, .]
an | det | DET | []
earl | attr | NOUN | [an, and, prince, rules]
and | cc | CCONJ | []
prince | conj | NOUN | []
who | nsubj | NOUN | []
rules | relcl | VERB | [who, LEGIONs]
36 | nummod | NUM | []
LEGIONs | dobj | NOUN | [36, of]
of | prep | ADP | [ ]
  |  | SPACE | []
. | punct | PUNCT | [ ]
  |  | SPACE | []"
she,appears in as,a more demonic form,"she can wear a magic cloak that turns her into a butterﬂy .===sometimes SHE appears in a more demonic form , as a female with large butterﬂy wings edged with obsidian knives , a skull head covered in thick white makeup , a knife for a tongue , ﬁngers with jaguar claws , and toes with eagle claws .  ===isacaaron demon of temptations of the ﬂesh , who played a prominent role in the loudun possessions in france in the 17th century .",form,appears,"Sometimes | advmod | ADV | []
she | nsubj | PRON | []
appears | ROOT | VERB | [Sometimes, she, in, ,, as, ,, head, .]
in | prep | ADP | [form]
a | det | DET | []
more | advmod | ADV | []
demonic | amod | ADJ | [more]
form | pobj | NOUN | [a, demonic]
, | punct | PUNCT | []
as | prep | ADP | [female]
a | det | DET | []
female | pobj | NOUN | [a, with, edged]
with | prep | ADP | [wings]
large | amod | ADJ | []
butterﬂy | compound | NOUN | []
wings | pobj | NOUN | [large, butterﬂy]
edged | acl | VERB | [with]
with | prep | ADP | [knives]
obsidian | amod | ADJ | []
knives | pobj | NOUN | [obsidian]
, | punct | PUNCT | []
a | det | DET | []
skull | compound | NOUN | []
head | appos | NOUN | [a, skull, covered, ,, knife]
covered | acl | VERB | [in]
in | prep | ADP | [makeup]
thick | amod | ADJ | []
white | amod | ADJ | []
makeup | pobj | NOUN | [thick, white]
, | punct | PUNCT | []
a | det | DET | []
knife | appos | NOUN | [a, for, ,, ﬁngers]
for | prep | ADP | [tongue]
a | det | DET | []
tongue | pobj | NOUN | [a]
, | punct | PUNCT | []
ﬁngers | conj | NOUN | [with, ,, and, toes]
with | prep | ADP | [claws]
jaguar | compound | NOUN | []
claws | pobj | NOUN | [jaguar]
, | punct | PUNCT | []
and | cc | CCONJ | []
toes | conj | NOUN | [with]
with | prep | ADP | [claws]
eagle | compound | NOUN | []
claws | pobj | NOUN | [eagle]
. | punct | PUNCT | [ ]
  |  | SPACE | []"
he,was ,a fabulous tale,"james believed in sexual acts with demons but did not believe in impregnation by an incubus .===that , HE said , was a fabulous tale .===he acknowledged that demons could make a woman appear falsely pregnant .",tale,was,"That | nsubj | DET | []
, | punct | PUNCT | []
he | nsubj | PRON | []
said | parataxis | VERB | [,, he, ,]
, | punct | PUNCT | []
was | ROOT | VERB | [That, said, tale, .]
